"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
67752.4116959327,58539.1325698307,63879.5887289896,58693.7787609352,63412.1111156038,65791.0432999307,77282.9018570115,77369.8069110686,67480.8943841351,65744.6474627533,62173.3662509703,69071.393660367
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
39669.5280074736,34275.0863162487,37401.9620963939,34365.632781765,37128.2505662376,38521.1325988,45249.6990583082,45300.5825972054,39510.5526538994,38493.9674999309,36402.9564715826,40441.8015054903
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
23271.4805390378,20106.9194478984,21941.2500416964,20160.037052669,21780.6816440552,22597.7931334544,26544.9967247996,26574.8467216279,23178.2202449855,22581.8571719892,21355.1997122898,23724.5221703
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
22682.3291329862,19597.8835125085,21385.7753570965,19649.6563677913,21229.2719821804,22025.6971047594,25872.9714912604,25902.0657919664,22591.4298590365,22010.1645853565,20814.5617448901,23123.901355862
134424.712480771,116145.032591447,126740.807202879,116451.859599595,125813.304517771,130533.243880587,153333.757452534,153506.182117758,133886.00639403,130441.191850013,123355.562895041,137041.649160931
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
196.383802017196,169.678645129944,185.15822819997,170.126894959232,183.803220624939,190.698676231683,224.008411179744,224.260309887155,195.596795316334,190.564195544212,180.212655799914,200.206938145991
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
8739.07918976523,7550.69970828251,8239.54115489866,7570.64682568584,8179.24331780977,8486.0910923099,9968.37429749859,9979.58378997841,8704.05739157685,8480.10670171745,8019.46318309617,8909.20874749661
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
392.767604034392,339.357290259888,370.31645639994,340.253789918465,367.606441249877,381.397352463366,448.016822359487,448.520619774311,391.193590632667,381.128391088425,360.425311599828,400.413876291983
0,0,0,0,0,0,0,0,0,0,0,0
130791.612143453,113005.977656543,123315.37998118,113304.512042849,122412.944936209,127005.318370301,149189.601845709,149357.366384845,130267.465680678,126915.754232445,120021.628762743,133337.82080523
0,0,0,0,0,0,0,0,0,0,0,0
15317.9365573413,13234.9343201356,14442.3417995976,13269.8978068201,14336.6512087452,14874.4967460713,17472.65607202,17492.3041711981,15256.550034674,14864.0072524486,14056.5871523933,15616.1411753873
83855.8834613428,72452.7814704861,79062.5634413871,72644.1841475922,78483.9752068488,81428.3347509287,95651.5915737505,95759.1523218153,83519.8316000744,81370.9114973787,76950.8040265632,85488.3625883383
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
38589.4170963791,33341.853768034,36383.5918412941,33429.9348594892,36117.3328528004,37472.2898795257,44017.6527968196,44067.150892826,38434.7702796596,37445.8644244377,35411.7868646831,39340.6633456873
95344.3358793488,82378.9822105878,89894.3197910853,82596.6075027073,89236.4636134077,92584.2073104821,108756.083627766,108878.380450214,94962.24412608,92518.9169367151,87493.2443908582,97200.4684698788
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
49390.5262073249,42674.1792501809,46567.2943922924,42786.914082247,46226.5099871721,47960.7170722683,56338.1154117055,56401.4679366196,49192.5940220579,47926.8951793694,45323.4829336784,50352.0449437168
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
45462.8501669809,39280.606347582,42864.129828293,39384.3761830623,42550.4455746733,44146.7435476346,51857.9471881106,51916.2617388765,45280.6581157312,44115.6112684852,41719.2298176801,46347.906180797
0,0,0,0,0,0,0,0,0,0,0,0
